age,workclass,education,occupation,capital.gain,capital.loss,native.country,salaries,jobsatisfaction,male,female
33,Private, HS-grad, Craft-repair,0,0,United-States,44747,4,NA,1
23,Private, Some-college, Sales,0,0,United-States,31505,15,1,NA
46,Self-emp-not-inc, Masters, Exec-managerial,0,0,United-States,29363,3,1,NA
38,Private, HS-grad, Sales,0,0,United-States,45688,15,1,NA
54,Private, HS-grad, Transport-moving,0,0,United-States,47040,15,1,NA
46,Private, 5th-6th, Craft-repair,0,2339,United-States,26100,5,NA,1
25,Private, Some-college, Craft-repair,0,0,United-States,28148,1,1,NA
46,Private, Some-college, Sales,0,0,United-States,36857,8,NA,1
36,Local-gov, Some-college, Transport-moving,0,0,United-States,38444,15,NA,1
23,Private, HS-grad, Other-service,0,0,United-States,17828,6,NA,1
29,Private, HS-grad, Machine-op-inspct,0,0,United-States,27834,9,1,NA
44,Private, Some-college, Adm-clerical,0,2415,United-States,75109,0,NA,1
19,Private, Some-college, Adm-clerical,0,0,United-States,36161,4,NA,1
19,Private, HS-grad, Other-service,0,0,United-States,41422,10,NA,1
35,Private, HS-grad, Other-service,0,0,United-States,60759,9,NA,1
27,Private, Bachelors, Craft-repair,0,0,United-States,25273,7,1,NA
46,Self-emp-not-inc, Assoc-acdm, Craft-repair,0,0,United-States,29633,2,1,NA
34,State-gov, Bachelors, Exec-managerial,7688,0,NA,71559,6,1,NA
34,Private, HS-grad, Other-service,0,0,United-States,29298,6,NA,1
44,Private, Some-college, Tech-support,0,0,United-States,29123,14,1,NA
45,Private, Some-college, Handlers-cleaners,0,0,United-States,33498,6,NA,1
20,NA, HS-grad,NA,0,0,United-States,29718,1,NA,1
25,Private, Bachelors, Exec-managerial,0,0,United-States,72000,3,1,NA
52,Self-emp-inc, Bachelors, Exec-managerial,0,0,United-States,73156,2,1,NA
20,Private, Some-college, Handlers-cleaners,0,0,United-States,26587,6,1,NA
28,Private, Some-college, Other-service,0,0,United-States,29692,8,NA,1
50,State-gov, Bachelors, Protective-serv,0,0,United-States,69880,10,1,NA
34,Private, Assoc-voc, Tech-support,0,0,United-States,28006,13,NA,1
28,Private, 7th-8th, Handlers-cleaners,0,2179,Puerto-Rico,31102,8,1,NA
41,Private, Masters, Exec-managerial,0,1977,United-States,81503,5,1,NA
28,Private, HS-grad, Adm-clerical,0,0,United-States,30814,2,1,NA
46,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,27081,6,1,NA
28,NA, Some-college,NA,0,1887,United-States,60918,2,NA,1
32,Private, Some-college, Exec-managerial,0,0,United-States,27832,7,1,NA
41,Local-gov, Some-college, Other-service,0,0,United-States,32533,7,NA,1
24,Private, HS-grad, Handlers-cleaners,0,0,United-States,42304,9,NA,1
33,Private, Some-college, Exec-managerial,0,0,United-States,33740,4,NA,1
46,Private, Doctorate, Exec-managerial,15024,0,United-States,73621,0,1,NA
31,State-gov, Some-college, Machine-op-inspct,0,0,United-States,15872,9,1,NA
35,Private, 12th, Craft-repair,0,0,United-States,75836,3,1,NA
52,Private, 1st-4th, Machine-op-inspct,0,0,Mexico,28048,10,1,NA
30,Private, 11th, Other-service,0,0,United-States,48427,7,NA,1
34,Local-gov, 11th, Machine-op-inspct,0,0,United-States,28417,9,1,NA
34,State-gov, HS-grad, Transport-moving,0,0,United-States,20860,15,NA,1
20,Private, Some-college, Sales,0,0,United-States,43478,11,1,NA
17,Private, 11th, Handlers-cleaners,2176,0,United-States,34775,6,1,NA
32,State-gov, Bachelors, Exec-managerial,0,0,United-States,69377,7,NA,1
29,Private, HS-grad, Farming-fishing,0,0,United-States,41870,4,1,NA
33,Private, 10th, Craft-repair,0,0,United-States,26442,4,NA,1
25,Private, HS-grad, Transport-moving,0,0,United-States,27119,15,1,NA
36,Federal-gov, Masters, Prof-specialty,0,1408,United-States,34742,12,1,NA
23,Private, HS-grad, Handlers-cleaners,0,0,Dominican-Republic,30972,7,1,NA
63,Self-emp-inc, HS-grad, Exec-managerial,0,0,United-States,78255,7,1,NA
47,Local-gov, Masters, Prof-specialty,0,0,United-States,40925,12,1,NA
80,NA, HS-grad,NA,0,0,United-States,30069,1,1,NA
17,NA, 11th,NA,0,0,United-States,23657,3,1,NA
40,Self-emp-not-inc, Bachelors, Prof-specialty,2174,0,United-States,33208,12,NA,1
30,Private, Assoc-acdm, Other-service,0,0,United-States,60275,7,NA,1
27,Private, Some-college, Craft-repair,0,1980,Philippines,35146,1,1,NA
33,Private, Masters, Prof-specialty,0,0,United-States,80605,9,1,NA
34,Local-gov, HS-grad, Farming-fishing,594,0,United-States,30896,5,1,NA
34,Local-gov, Some-college, Protective-serv,0,0,United-States,9795,12,NA,1
23,Private, Some-college, Adm-clerical,0,0,United-States,16084,0,1,NA
42,Local-gov, Some-college, Adm-clerical,0,0,United-States,32442,3,NA,1
29,Private, Bachelors, Prof-specialty,0,0,United-States,46177,10,1,NA
45,Private, HS-grad, Adm-clerical,0,0,United-States,28004,4,NA,1
24,Federal-gov, HS-grad, Armed-Forces,0,0,United-States,27767,5,1,NA
44,Private, Some-college, Prof-specialty,0,0,United-States,63063,10,1,NA
27,Private, 9th, Craft-repair,0,0,Mexico,26052,4,1,NA
20,Private, Some-college, Sales,0,0,United-States,41375,15,1,NA
44,Private, HS-grad, Exec-managerial,0,0,United-States,36439,7,NA,1
51,Private, HS-grad, Craft-repair,0,0,United-States,36572,6,1,NA
20,Private, HS-grad, Machine-op-inspct,0,0,United-States,34577,11,1,NA
17,NA, 11th,NA,0,0,United-States,48644,1,NA,1
19,Private, HS-grad, Machine-op-inspct,0,0,United-States,30160,15,NA,1
45,Self-emp-inc, Some-college, Craft-repair,0,0,United-States,61686,2,1,NA
60,Private, HS-grad, Craft-repair,0,0,United-States,71700,5,1,NA
42,Private, Assoc-acdm, Exec-managerial,0,0,NA,72291,5,1,NA
44,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,72632,12,NA,1
40,Private, Assoc-voc, Machine-op-inspct,0,0,United-States,61757,7,1,NA
30,Private, HS-grad, Exec-managerial,0,0,United-States,31236,6,NA,1
38,Private, Some-college, Transport-moving,0,0,United-States,28538,12,1,NA
23,Private, HS-grad, Transport-moving,0,0,United-States,33087,15,1,NA
32,NA, Some-college,NA,0,0,United-States,28916,1,1,NA
44,Private, Assoc-acdm, Farming-fishing,0,0,United-States,28225,8,1,NA
54,Local-gov, HS-grad, Transport-moving,0,0,United-States,27618,15,1,NA
32,Private, Bachelors, Prof-specialty,0,0,United-States,36622,13,1,NA
50,Private, 1st-4th, Craft-repair,0,0,United-States,40037,7,1,NA
24,Private, Bachelors, Tech-support,0,0,United-States,30031,15,NA,1
37,Private, HS-grad, Adm-clerical,0,0,United-States,41691,0,NA,1
52,Private, HS-grad, Transport-moving,0,0,United-States,41703,15,1,NA
38,Private, Some-college, Transport-moving,0,0,United-States,36610,14,1,NA
49,Private, Masters, Exec-managerial,0,1977,United-States,63849,8,1,NA
30,Private, Bachelors, Tech-support,0,0,United-States,66967,14,NA,1
60,Private, Some-college, Prof-specialty,0,0,United-States,78054,10,1,NA
22,NA, Some-college,NA,0,0,United-States,25518,1,1,NA
35,Private, HS-grad, Craft-repair,0,0,United-States,32848,4,1,NA
30,Private, HS-grad, Transport-moving,0,0,United-States,32386,13,1,NA
67,Private, Assoc-voc, Other-service,0,0,United-States,37292,12,NA,1
46,Private, Bachelors, Craft-repair,0,0,United-States,27421,8,NA,1
17,Private, 9th, Other-service,0,0,United-States,39654,10,1,NA
22,Private, Some-college, Handlers-cleaners,0,0,United-States,45305,8,1,NA
27,Private, 10th, Other-service,0,0,United-States,33217,10,1,NA
23,Private, HS-grad, Other-service,0,0,United-States,31042,8,NA,1
33,Private, Assoc-acdm, Craft-repair,0,0,Portugal,31583,5,1,NA
43,Self-emp-not-inc, Some-college, Craft-repair,0,0,United-States,16561,4,1,NA
28,State-gov, Bachelors, Prof-specialty,0,0,United-States,28584,10,1,NA
41,Private, HS-grad, Craft-repair,0,0,United-States,40271,2,NA,1
52,NA, 12th,NA,594,0,United-States,17423,3,1,NA
25,Private, Some-college, Adm-clerical,0,0,United-States,35774,0,NA,1
63,NA, 1st-4th,NA,0,0,United-States,28678,0,1,NA
59,Local-gov, HS-grad, Transport-moving,0,0,United-States,30507,15,1,NA
45,Local-gov, Bachelors, Prof-specialty,0,0,United-States,19459,11,NA,1
38,Private, Bachelors, Sales,15024,0,United-States,70884,11,1,NA
40,Private, HS-grad, Other-service,0,0,United-States,37196,12,NA,1
46,Federal-gov, HS-grad, Adm-clerical,0,0,United-States,46826,2,1,NA
35,Private, Assoc-acdm, Exec-managerial,0,0,United-States,23509,7,NA,1
34,Private, HS-grad, Prof-specialty,0,0,United-States,33546,6,NA,1
33,Private, Bachelors, Craft-repair,0,0,United-States,38742,2,1,NA
41,Private, HS-grad, Adm-clerical,0,0,United-States,8287,6,NA,1
20,Private, Some-college, Machine-op-inspct,0,0,United-States,33614,9,1,NA
23,Private, 5th-6th, Other-service,0,0,El-Salvador,32890,11,1,NA
26,Private, Some-college, Prof-specialty,0,0,United-States,36859,13,NA,1
72,NA, HS-grad,NA,0,0,United-States,31019,1,1,NA
23,Local-gov, HS-grad, Farming-fishing,0,0,Poland,36806,7,1,NA
62,Local-gov, HS-grad, Transport-moving,0,0,United-States,32643,15,1,NA
52,Private, Some-college, Adm-clerical,0,0,United-States,16042,2,1,NA
58,Private, Some-college, Other-service,0,0,France,24741,12,NA,1
25,Private, Bachelors, Sales,0,0,United-States,14913,12,NA,1
24,Private, Bachelors, Exec-managerial,0,0,United-States,33453,0,1,NA
19,Private, Some-college, Protective-serv,0,0,United-States,27492,10,1,NA
43,Private, Some-college, Exec-managerial,0,0,United-States,41549,4,1,NA
47,Local-gov, HS-grad, Adm-clerical,0,0,United-States,29634,4,NA,1
39,Private, HS-grad, Other-service,0,0,United-States,30500,10,NA,1
49,Private, Assoc-voc, Handlers-cleaners,0,1380,United-States,38571,10,1,NA
53,NA, 5th-6th,NA,0,0,United-States,21657,1,NA,1
32,Private, Assoc-voc, Craft-repair,0,0,United-States,34093,6,1,NA
34,Private, Some-college, Prof-specialty,0,0,United-States,70948,13,1,NA
28,Private, HS-grad, Craft-repair,0,0,United-States,19249,1,1,NA
57,NA, Assoc-voc,NA,0,0,United-States,41156,1,NA,1
25,Private, Some-college, Adm-clerical,0,0,United-States,30827,0,NA,1
20,NA, Some-college,NA,0,0,United-States,34158,1,1,NA
21,NA, Some-college,NA,0,0,United-States,18134,0,NA,1
34,Private, Bachelors, Prof-specialty,0,0,United-States,69677,12,1,NA
38,Self-emp-inc, Bachelors, Exec-managerial,15024,0,United-States,70368,4,1,NA
50,Private, HS-grad, Exec-managerial,7688,0,United-States,58732,8,1,NA
24,Local-gov, Some-college, Handlers-cleaners,0,0,United-States,31008,7,1,NA
37,Local-gov, Some-college, Tech-support,0,0,United-States,72145,14,1,NA
44,Private, Some-college, Machine-op-inspct,0,0,United-States,62733,8,1,NA
28,Private, Some-college, Sales,0,0,United-States,22608,15,NA,1
42,Private, Bachelors, Exec-managerial,0,0,United-States,74054,0,1,NA
74,Private, Some-college, Adm-clerical,0,0,United-States,18494,0,NA,1
38,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,40388,1,1,NA
44,Self-emp-not-inc, Masters, Prof-specialty,0,0,United-States,28862,12,1,NA
44,Private, 11th, Machine-op-inspct,0,0,Puerto-Rico,12746,10,NA,1
26,Private, HS-grad, Machine-op-inspct,0,0,United-States,40924,7,1,NA
36,Private, HS-grad, Other-service,0,0,United-States,38021,11,1,NA
41,Private, Assoc-acdm, Exec-managerial,0,0,United-States,64887,5,NA,1
67,Private, Prof-school, Prof-specialty,20051,0,United-States,69074,10,1,NA
39,Local-gov, 12th, Tech-support,0,0,United-States,28980,12,1,NA
57,Private, 1st-4th, Priv-house-serv,0,0,United-States,21716,11,NA,1
29,Private, Assoc-voc, Craft-repair,0,0,United-States,21768,5,1,NA
31,Self-emp-inc, Bachelors, Farming-fishing,0,0,United-States,28866,3,NA,1
34,NA, HS-grad,NA,0,0,United-States,35720,0,NA,1
44,Private, Some-college, Transport-moving,0,0,United-States,31946,15,1,NA
29,Private, Doctorate, Prof-specialty,0,0,United-States,25565,9,1,NA
30,Private, Some-college, Handlers-cleaners,0,0,United-States,34950,8,NA,1
27,Private, HS-grad, Transport-moving,0,0,United-States,25801,13,1,NA
27,Private, Some-college, Sales,0,0,United-States,32052,12,1,NA
32,Private, HS-grad, Handlers-cleaners,0,0,United-States,29281,10,NA,1
58,Private, 10th, Other-service,0,0,United-States,35017,10,NA,1
35,Local-gov, Some-college, Protective-serv,0,0,United-States,22332,13,1,NA
21,Private, HS-grad, Handlers-cleaners,0,0,United-States,30685,7,1,NA
28,Private, Some-college, Craft-repair,0,0,United-States,51155,2,1,NA
46,Self-emp-not-inc, Some-college, Exec-managerial,0,0,United-States,12004,7,1,NA
36,Self-emp-not-inc, HS-grad, Other-service,0,0,United-States,33325,9,NA,1
72,Private, 11th, Adm-clerical,0,0,United-States,31430,0,NA,1
35,Private, HS-grad, Machine-op-inspct,0,0,United-States,36122,5,NA,1
33,Federal-gov, Assoc-voc, Craft-repair,0,0,United-States,55856,4,NA,1
69,Private, 11th, Machine-op-inspct,0,0,United-States,27094,8,NA,1
35,Private, HS-grad, Machine-op-inspct,0,0,United-States,18877,9,1,NA
31,Private, HS-grad, Adm-clerical,0,0,NA,28162,2,NA,1
34,Private, HS-grad, Tech-support,0,0,United-States,33184,15,NA,1
30,Private, 11th, Other-service,0,0,Mexico,37655,9,1,NA
28,Private, Bachelors, Transport-moving,0,0,United-States,40087,15,1,NA
54,Private, Bachelors, Sales,0,0,United-States,61740,10,1,NA
47,Private, Some-college, Prof-specialty,0,0,United-States,56431,7,1,NA
24,Private, HS-grad, Handlers-cleaners,0,0,United-States,28576,10,NA,1
52,Self-emp-not-inc, Bachelors, Prof-specialty,0,0,United-States,47954,13,1,NA
20,Private, HS-grad, Handlers-cleaners,0,0,United-States,25979,6,1,NA
43,Self-emp-inc, Masters, Exec-managerial,5013,0,United-States,43115,5,1,NA
45,Private, 7th-8th, Other-service,0,0,Mexico,39852,10,NA,1
29,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,24094,5,1,NA
47,Private, Masters, Exec-managerial,0,0,United-States,36994,5,1,NA
24,Private, HS-grad, Craft-repair,0,0,United-States,37611,3,1,NA
51,Private, HS-grad, Prof-specialty,0,0,United-States,28654,12,1,NA
17,Private, 11th, Sales,0,0,United-States,35926,14,1,NA
37,Private, Assoc-voc, Craft-repair,0,1977,United-States,64832,4,1,NA
27,Private, Doctorate, Prof-specialty,0,0,United-States,7776,9,NA,1
29,Private, Bachelors, Exec-managerial,0,0,United-States,69108,3,1,NA
18,NA, 12th,NA,0,0,United-States,33607,0,1,NA
36,Self-emp-not-inc, Assoc-acdm, Sales,0,0,United-States,40752,15,NA,1
58,Local-gov, Bachelors, Prof-specialty,0,0,United-States,27648,9,NA,1
26,Self-emp-not-inc, Some-college, Craft-repair,0,0,United-States,35448,2,1,NA
65,NA, Some-college,NA,0,0,United-States,66323,2,1,NA
57,Private, HS-grad, Sales,0,0,United-States,70445,12,1,NA
59,Private, HS-grad, Craft-repair,0,0,United-States,34936,3,1,NA
27,Private, HS-grad, Machine-op-inspct,0,0,United-States,35623,9,1,NA
31,Self-emp-not-inc, Bachelors, Tech-support,0,0,United-States,26906,15,1,NA
21,Private, Some-college, Sales,0,0,United-States,23081,15,NA,1
29,Private, Some-college, Adm-clerical,0,0,United-States,44823,3,1,NA
18,Private, 11th, Other-service,0,0,United-States,26685,9,1,NA
52,Private, 10th, Craft-repair,0,1887,United-States,69294,5,1,NA
57,Self-emp-inc, Bachelors, Prof-specialty,0,0,United-States,35428,10,1,NA
42,NA, HS-grad,NA,0,0,United-States,37074,2,1,NA
55,NA, HS-grad,NA,0,0,United-States,27311,3,NA,1
60,Private, 7th-8th, Transport-moving,0,0,United-States,57517,11,1,NA
31,Private, Bachelors, Prof-specialty,7688,0,Canada,72164,13,1,NA
23,Private, Bachelors, Adm-clerical,0,0,United-States,39820,4,NA,1
27,Private, HS-grad, Sales,0,0,United-States,28984,11,1,NA
23,NA, Some-college,NA,0,0,United-States,21793,0,NA,1
42,Self-emp-not-inc, Prof-school, Prof-specialty,0,1902,United-States,65880,9,1,NA
25,Private, Some-college, Tech-support,2174,0,United-States,43945,12,1,NA
49,Private, Bachelors, Prof-specialty,0,0,United-States,18538,9,NA,1
32,Private, Bachelors, Tech-support,0,0,United-States,32295,15,1,NA
19,Private, Some-college, Adm-clerical,0,0,United-States,29936,2,1,NA
60,Private, 7th-8th, Other-service,0,0,United-States,34983,8,NA,1
42,Local-gov, 9th, Other-service,0,0,United-States,37037,8,1,NA
35,Self-emp-not-inc, Assoc-acdm, Farming-fishing,0,0,United-States,37228,4,1,NA
48,Private, HS-grad, Adm-clerical,0,0,United-States,25952,3,NA,1
51,Private, Masters, Craft-repair,0,0,United-States,68323,3,1,NA
29,Private, HS-grad, Craft-repair,0,0,United-States,17370,3,1,NA
36,Local-gov, HS-grad, Exec-managerial,0,0,United-States,23638,3,1,NA
17,Private, 10th, Other-service,0,0,United-States,22023,8,NA,1
52,Private, Masters, Prof-specialty,6849,0,United-States,21875,11,NA,1
24,Private, HS-grad, Craft-repair,0,0,United-States,28894,2,1,NA
24,Private, HS-grad, Handlers-cleaners,0,0,United-States,26101,10,1,NA
26,Local-gov, Bachelors, Prof-specialty,1055,0,United-States,38555,15,1,NA
27,Private, Bachelors, Other-service,0,0,United-States,31862,9,NA,1
39,Private, HS-grad, Handlers-cleaners,0,0,United-States,26233,7,1,NA
30,Private, HS-grad, Transport-moving,0,0,United-States,35860,14,1,NA
50,Self-emp-not-inc, HS-grad, Exec-managerial,0,0,United-States,34182,6,1,NA
52,Self-emp-inc, Bachelors, Sales,0,0,United-States,34540,13,1,NA
46,Private, Prof-school, Prof-specialty,15024,0,United-States,74345,9,1,NA
23,Private, Bachelors, Sales,0,0,United-States,28829,12,NA,1
45,Private, 11th, Other-service,0,0,United-States,23957,7,NA,1
65,Private, 9th, Priv-house-serv,0,0,United-States,32729,9,NA,1
29,Private, Assoc-voc, Transport-moving,0,0,United-States,37982,14,1,NA
47,Private, 9th, Handlers-cleaners,0,0,El-Salvador,38811,8,1,NA
30,Private, HS-grad, Farming-fishing,0,0,United-States,28866,4,1,NA
34,Private, HS-grad, Sales,0,0,United-States,54787,15,1,NA
38,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,16804,14,1,NA
33,Private, Some-college, Exec-managerial,0,0,United-States,71199,5,1,NA
49,Private, Bachelors, Sales,0,0,United-States,63943,13,1,NA
47,Self-emp-not-inc, Some-college, Other-service,0,0,United-States,22172,9,NA,1
49,Local-gov, 10th, Other-service,0,0,United-States,31878,12,NA,1
43,Private, Some-college, Craft-repair,15024,0,United-States,73399,4,1,NA
30,Private, Bachelors, Adm-clerical,0,0,United-States,69538,1,NA,1
58,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,32481,7,1,NA
19,Private, HS-grad, Other-service,0,0,United-States,33806,8,NA,1
21,Private, Bachelors, Handlers-cleaners,0,0,United-States,22796,10,1,NA
33,Private, Bachelors, Exec-managerial,15024,0,United-States,69115,5,1,NA
47,Self-emp-inc, 5th-6th, Transport-moving,0,0,Cuba,30329,12,1,NA
52,Self-emp-not-inc, Doctorate, Prof-specialty,0,0,United-States,84887,11,1,NA
26,Private, HS-grad, Craft-repair,0,0,United-States,20916,5,1,NA
60,Private, HS-grad, Craft-repair,0,0,United-States,25522,5,1,NA
21,Private, Some-college, Handlers-cleaners,0,0,United-States,40638,3,1,NA
36,Private, Some-college, Sales,5178,0,United-States,75518,15,1,NA
31,Private, Some-college, Craft-repair,0,0,United-States,38080,2,1,NA
50,Self-emp-inc, Doctorate, Prof-specialty,0,0,United-States,72149,10,1,NA
31,Local-gov, HS-grad, Adm-clerical,0,0,United-States,25092,2,NA,1
71,Private, HS-grad, Craft-repair,0,0,United-States,13672,2,1,NA
58,NA, HS-grad,NA,0,0,United-States,13106,3,1,NA
30,State-gov, Bachelors, Tech-support,0,0,United-States,69340,10,1,NA
20,Private, Some-college, Other-service,0,0,United-States,31176,12,1,NA
24,Private, HS-grad, Exec-managerial,4101,0,United-States,42264,5,1,NA
35,Private, Doctorate, Prof-specialty,0,0,Taiwan,69055,13,1,NA
38,State-gov, Some-college, Exec-managerial,0,0,United-States,37446,4,NA,1
27,Private, HS-grad, Machine-op-inspct,0,0,United-States,22636,11,NA,1
29,State-gov, Some-college, Adm-clerical,0,0,Philippines,20557,4,NA,1
70,NA, 9th,NA,1111,0,United-States,29073,0,NA,1
34,Private, HS-grad, Craft-repair,0,0,United-States,26845,3,1,NA
44,Private, 7th-8th, Craft-repair,0,0,United-States,29273,2,1,NA
43,Private, HS-grad, Machine-op-inspct,0,0,United-States,68865,12,1,NA
44,Self-emp-not-inc, 12th, Handlers-cleaners,0,0,United-States,68008,8,1,NA
35,Private, Masters, Sales,0,0,United-States,20986,12,1,NA
27,Private, Some-college, Prof-specialty,0,0,United-States,15939,9,1,NA
43,Local-gov, Masters, Prof-specialty,0,0,United-States,20079,12,1,NA
20,Private, Some-college, Sales,0,0,United-States,27855,8,NA,1
